listing_id,name,gu,lat,lon,area_m2,rooms,bathrooms,orientation,built_year,floor,total_floors,green_ratio,parking_per_unit,complex_units,daylight_hours,noise_db
H0204,송파구 센트럴타운 10단지,송파구,37.535445,127.098175,79.5,3,1,남서,2010,12,19,39.6,1.75,1161,8.9,55.4
H0205,강남구 리버캐슬 9단지,강남구,37.501309,127.061229,106.5,4,2,남동,2026,11,16,45.7,1.22,115,7.8,45.9
H0206,송파구 그린캐슬 13단지,송파구,37.517737,127.129568,101.1,5,2,남,2010,10,10,30.7,1.76,193,8.9,45.1
H0207,송파구 리버스퀘어 4단지,송파구,37.538177,127.13461,73.1,3,2,남,2024,6,16,30.3,,545,7.3,44.7
H0208,영등포구 하이스퀘어 4단지,영등포구,37.504927,126.917337,125.6,5,2,남동,2015,13,13,39.8,0.59,422,,42.8
H0209,송파구 파크빌 13단지,송파구,37.497846,127.104144,67.0,2,2,남서,2026,4,9,40.8,1.06,223,8.6,37.5
H0210,노원구 하이타운 12단지,노원구,37.648693,127.062444,132.5,4,2,남서,2006,10,14,39.7,0.82,2588,8.2,41.8
H0211,영등포구 그린타운 10단지,영등포구,37.519632,126.908569,100.0,4,2,남,2026,9,13,53.9,1.25,761,8.7,54.4
H0212,양천구 그린캐슬 12단지,양천구,37.527564,126.868339,86.7,3,1,남동,2001,19,23,32.5,0.96,859,9.7,46.3
H0213,송파구 리버타운 11단지,송파구,37.517642,127.107992,89.6,2,1,남동,1998,11,23,40.9,1.9,358,6.5,51.6
H0214,은평구 파크캐슬 9단지,은평구,37.579625,126.94228,97.2,4,2,남,1992,12,14,40.0,0.53,1035,7.7,33.0
H0215,영등포구 그린빌 1단지,영등포구,37.5331,126.895351,108.6,4,2,동,2026,7,17,27.9,1.35,452,7.3,
H0216,은평구 그린타운 1단지,은평구,37.595192,126.917431,61.3,2,1,남,2017,4,8,29.1,1.37,487,,47.1
H0217,송파구 포레아파트 3단지,송파구,37.531068,127.099268,78.9,3,2,남서,2003,8,16,40.7,1.0,952,8.4,43.7
H0218,송파구 센트럴캐슬 10단지,송파구,37.506341,127.116043,96.4,3,1,북동,2022,15,21,,1.27,177,6.6,45.5
H0219,광진구 리버아파트 9단지,광진구,37.530224,127.082348,126.9,5,3,남서,2015,15,24,48.6,0.81,1994,6.6,42.5
H0220,성동구 하이스퀘어 8단지,성동구,37.570335,127.042543,125.6,5,2,남서,2026,2,15,27.2,1.31,690,7.2,35.2
H0221,마포구 센트럴스퀘어 13단지,마포구,37.573718,126.919121,139.9,5,2,남,1988,21,25,,0.99,1573,8.5,56.6
H0222,노원구 파크빌 9단지,노원구,37.660025,127.050803,123.9,5,3,남,2004,8,10,44.9,1.12,269,9.3,47.4
H0223,영등포구 하이아파트 8단지,영등포구,37.504487,126.9084,77.6,3,1,남,2001,2,12,37.3,1.16,301,8.0,45.3
H0224,광진구 하이타운 6단지,광진구,37.545494,127.088361,94.9,3,1,동,1983,23,23,45.9,1.21,252,8.3,39.3
H0225,마포구 파크타운 11단지,마포구,37.550354,126.888643,124.1,5,2,서,2020,20,29,34.2,1.51,726,7.5,38.2
H0226,광진구 포레타운 2단지,광진구,37.541559,127.105377,120.9,5,3,남,2004,2,22,43.0,1.04,632,7.3,48.6
H0227,강남구 하이아파트 14단지,강남구,37.498691,127.039288,90.6,3,1,남,2016,10,19,48.2,0.78,425,7.2,56.3
H0228,양천구 센트럴캐슬 11단지,양천구,37.522802,126.839918,107.9,4,1,남,2026,6,6,37.0,1.09,281,8.8,48.1
H0229,영등포구 하이아파트 14단지,영등포구,37.515914,126.879579,85.0,4,2,남서,2003,2,7,34.1,0.93,233,7.0,38.5
H0230,강남구 파크빌 3단지,강남구,37.500526,127.030963,65.8,3,1,남서,2002,19,20,39.7,1.07,580,9.9,48.0
H0231,송파구 포레아파트 1단지,송파구,37.52378,127.106735,92.6,4,2,동,2008,8,17,44.5,0.91,424,8.7,46.0
H0232,성동구 파크타운 5단지,성동구,37.566441,127.032718,91.2,3,1,북동,2019,3,12,40.5,0.89,360,7.0,52.5
H0233,광진구 리버스퀘어 7단지,광진구,37.530518,127.076911,84.1,3,1,남,2000,7,19,50.3,0.59,1920,8.2,49.6
H0234,양천구 파크캐슬 10단지,양천구,37.535865,126.876315,108.7,4,2,동,1999,11,20,34.9,0.43,566,7.2,33.0
H0235,광진구 그린빌 5단지,광진구,37.532772,127.087738,89.9,3,2,남서,2020,18,25,31.6,1.13,1560,6.4,51.5
H0236,은평구 파크아파트 13단지,은평구,37.603117,126.934157,104.9,4,2,남,2012,19,20,57.8,0.64,403,8.2,37.4
H0237,노원구 리버빌 2단지,노원구,37.657696,127.063357,114.6,4,2,북동,1982,6,26,32.1,0.43,723,6.4,39.5
H0238,은평구 파크스퀘어 10단지,은평구,37.594644,126.938958,168.1,5,2,남,1992,19,19,33.2,0.74,577,8.8,46.1
H0239,강남구 그린아파트 7단지,강남구,37.523325,127.013573,92.9,3,1,동,2025,10,18,39.3,0.84,168,7.8,49.6
H0240,강남구 리버빌 12단지,강남구,37.510265,127.041469,127.3,5,3,동,2012,4,25,43.4,1.23,1757,7.9,36.5
H0241,동작구 리버타운 5단지,동작구,37.507049,126.904417,100.7,3,1,북동,1998,13,13,35.4,1.18,544,6.3,51.6
H0242,은평구 파크빌 14단지,은평구,37.620414,126.929677,102.2,3,1,남서,2005,13,36,,0.85,1053,6.6,52.6
H0243,마포구 하이아파트 5단지,마포구,37.550272,126.908326,93.3,4,2,남,2007,14,21,38.7,0.91,342,9.7,47.3
H0244,노원구 리버스퀘어 7단지,노원구,37.622834,127.073529,98.6,4,2,서,2016,15,21,42.6,1.33,532,8.0,40.8
H0245,양천구 리버스퀘어 11단지,양천구,37.537942,126.885402,90.1,4,2,동,1991,1,22,15.8,0.63,314,6.3,
H0246,동작구 그린빌 13단지,동작구,37.545541,126.942544,121.3,5,2,남동,1997,7,30,57.7,0.68,1521,7.3,52.0
H0247,양천구 포레아파트 6단지,양천구,37.511731,126.858394,79.6,3,1,동,2010,17,24,39.6,1.47,760,7.4,37.1
H0248,성동구 파크빌 4단지,성동구,37.538121,127.044863,65.7,3,1,남,2006,3,9,45.8,1.32,793,7.8,52.9
H0249,성동구 하이타운 7단지,성동구,37.559264,127.028653,83.4,3,1,남서,2014,1,27,30.5,1.33,1667,7.6,48.2
H0250,성동구 그린스퀘어 11단지,성동구,37.559579,127.037078,81.3,2,1,서,1992,1,17,35.8,1.17,1433,9.2,47.3
H0251,영등포구 리버스퀘어 13단지,영등포구,37.523931,126.912078,83.4,4,2,남,2011,17,20,35.7,0.47,1068,8.5,36.1
H0252,동작구 센트럴타운 9단지,동작구,37.497926,126.930376,92.1,3,2,남동,2020,2,11,52.9,,207,8.1,44.2
H0253,노원구 파크아파트 1단지,노원구,37.661734,127.069691,83.5,3,2,북,2013,3,22,34.6,1.25,357,3.9,52.3
H0254,마포구 그린타운 7단지,마포구,37.570619,126.919238,91.7,3,1,서,2009,9,15,45.8,1.4,283,6.5,37.3
H0255,마포구 포레스퀘어 7단지,마포구,37.544373,126.893123,83.5,3,1,서,2006,3,20,35.2,1.16,1039,7.9,51.3
H0256,은평구 센트럴스퀘어 8단지,은평구,37.61179,126.944682,105.5,4,2,남동,1997,12,17,35.1,0.95,684,8.4,48.0
H0257,동작구 리버캐슬 7단지,동작구,37.539085,126.950477,167.6,5,2,북,2006,17,31,35.9,,212,1.4,43.6
H0258,강남구 그린빌 3단지,강남구,37.519435,127.048931,100.2,4,2,남,2022,21,31,53.2,1.35,522,8.9,50.7
H0259,강남구 리버아파트 13단지,강남구,37.512815,127.035103,84.4,3,1,남서,2006,10,19,20.9,0.94,196,9.7,35.3
H0260,양천구 센트럴빌 9단지,양천구,37.515154,126.852653,53.7,1,1,남동,1996,15,19,26.9,1.2,578,5.8,50.7
H0261,송파구 그린캐슬 6단지,송파구,37.522498,127.097297,150.5,5,2,서,2001,11,17,19.6,0.47,174,8.7,60.1
H0262,동작구 포레캐슬 11단지,동작구,37.489901,126.947982,101.6,4,2,북동,2009,11,26,31.4,0.9,895,3.4,57.9
H0263,마포구 파크아파트 8단지,마포구,37.565937,126.89311,91.5,3,1,동,2003,1,17,,1.66,799,7.8,50.9
H0264,송파구 리버타운 7단지,송파구,37.509424,127.1129,54.4,1,1,남서,2013,5,16,29.1,0.92,2517,7.3,46.6
H0265,광진구 포레타운 1단지,광진구,37.562522,127.062432,92.7,3,1,남동,2013,4,25,35.5,1.05,1137,4.7,
H0266,송파구 파크타운 6단지,송파구,37.512236,127.102635,98.4,4,2,남서,2018,1,16,22.7,,438,7.6,47.8
H0267,마포구 그린빌 5단지,마포구,37.585483,126.910154,83.6,4,3,남동,2024,6,19,34.2,1.36,1112,8.7,51.5
H0268,송파구 파크빌 6단지,송파구,37.500151,127.145022,68.3,2,1,남,2019,3,10,50.4,0.96,211,8.1,
H0269,강남구 센트럴빌 4단지,강남구,37.524834,127.025263,67.4,2,1,남동,1996,2,23,41.1,0.86,292,7.9,52.4
H0270,강남구 센트럴빌 11단지,강남구,37.521352,127.070852,151.2,5,3,서,1996,10,31,41.0,1.19,773,,61.4
H0271,강남구 그린스퀘어 10단지,강남구,37.505902,127.049697,97.7,3,1,동,2006,12,23,28.0,,119,5.2,
H0272,송파구 하이스퀘어 8단지,송파구,37.516806,127.112479,83.6,4,2,서,2002,5,28,25.7,1.24,585,7.3,41.0
H0273,강남구 하이아파트 3단지,강남구,37.532963,127.049194,96.2,3,1,남동,1993,4,14,26.8,1.15,280,9.4,40.1
H0274,양천구 하이스퀘어 2단지,양천구,37.512791,126.873516,94.6,4,2,남서,2002,1,20,39.3,1.33,649,8.3,52.7
H0275,영등포구 리버아파트 2단지,영등포구,37.504404,126.893841,66.6,3,1,남,2001,1,13,45.7,1.02,268,5.3,45.9
H0276,성동구 그린아파트 9단지,성동구,37.563072,127.060365,119.2,5,2,남동,1999,3,18,47.9,1.99,827,5.7,51.9
H0277,마포구 센트럴캐슬 6단지,마포구,37.552068,126.901096,91.0,4,2,남동,2003,11,24,45.4,1.34,611,6.7,43.0
H0278,노원구 센트럴타운 9단지,노원구,37.64975,127.074916,98.0,3,1,남,2021,14,20,37.2,1.32,1720,6.4,52.6
H0279,동작구 그린타운 5단지,동작구,37.511339,126.92899,136.3,5,2,남,2009,9,11,40.6,0.79,605,8.3,45.4
H0280,동작구 그린캐슬 1단지,동작구,37.490227,126.938336,68.8,3,1,동,2026,7,11,38.5,1.25,338,7.8,42.1
H0281,강남구 포레빌 6단지,강남구,37.496196,127.030149,78.6,3,1,남동,2009,7,11,38.2,1.53,500,6.3,44.3
H0282,송파구 그린타운 9단지,송파구,37.520767,127.11318,103.0,4,2,남동,2004,21,22,56.2,1.56,220,9.0,36.4
H0283,마포구 그린스퀘어 11단지,마포구,37.557005,126.931522,118.6,5,2,남,2007,8,31,24.9,1.52,816,8.3,62.8
H0284,마포구 파크빌 10단지,마포구,37.530458,126.907162,81.8,3,1,남서,2010,22,27,39.3,,937,7.3,46.2
H0285,양천구 센트럴빌 7단지,양천구,37.527203,126.86325,82.8,3,1,남동,2012,8,8,55.2,0.71,3835,8.0,48.5
H0286,성동구 센트럴빌 11단지,성동구,37.566841,127.019266,111.2,3,1,남동,2026,16,28,28.4,1.43,378,5.6,45.3
H0287,강남구 리버아파트 7단지,강남구,37.50792,127.043631,163.6,5,2,남서,1997,22,25,32.8,0.53,492,7.6,40.8
H0288,성동구 파크아파트 2단지,성동구,37.546181,127.011615,97.0,4,2,남,2017,2,10,35.8,0.69,391,7.6,45.9
H0289,노원구 파크캐슬 5단지,노원구,37.665066,127.042194,78.6,2,1,북동,2009,15,17,38.7,1.15,706,7.1,53.9
H0290,강남구 포레타운 6단지,강남구,37.521742,127.050929,73.3,3,1,남,1988,15,26,24.1,0.99,801,8.5,45.9
H0291,동작구 포레타운 14단지,동작구,37.543374,126.960404,92.0,4,2,남동,2016,5,22,46.5,1.45,578,7.7,40.9
H0292,강남구 그린타운 9단지,강남구,37.522662,127.092247,117.1,4,2,남,2022,1,11,49.5,1.39,1359,7.2,46.7
H0293,광진구 리버아파트 14단지,광진구,37.54354,127.072915,175.0,5,2,남서,1997,17,23,42.7,,379,8.1,49.6
H0294,강남구 하이캐슬 5단지,강남구,37.51503,127.070265,88.3,3,2,남,2007,3,6,33.7,0.73,1261,9.1,
H0295,동작구 하이캐슬 1단지,동작구,37.523018,126.9432,97.0,4,2,서,1986,6,18,39.2,0.76,901,,49.5
H0296,동작구 하이타운 7단지,동작구,37.520526,126.93688,143.8,5,2,남동,1992,11,26,30.2,0.39,596,8.0,52.9
H0297,광진구 파크아파트 4단지,광진구,37.554772,127.089222,102.6,3,1,남서,2020,19,19,38.3,0.56,475,7.9,51.3
H0298,은평구 파크빌 5단지,은평구,37.595923,126.930091,100.4,4,2,남,2001,7,16,62.0,1.22,3715,7.2,36.4
H0299,은평구 그린스퀘어 13단지,은평구,37.59704,126.930866,135.8,5,2,남,1994,2,24,38.3,0.65,326,,41.7
H0300,영등포구 파크아파트 14단지,영등포구,37.520172,126.889767,97.6,4,2,남동,2010,7,25,30.3,1.37,753,6.8,41.8
H0301,은평구 그린스퀘어 8단지,은평구,37.61298,126.90673,74.7,3,1,남서,2001,4,27,40.0,1.33,343,7.6,39.1
H0302,송파구 파크아파트 6단지,송파구,37.533979,127.081202,128.0,5,2,남동,2001,17,24,29.8,0.78,2297,7.9,53.4
H0303,양천구 그린스퀘어 3단지,양천구,37.511035,126.876852,64.2,3,1,북,2016,21,25,31.7,1.35,1170,6.2,49.7
H0304,노원구 파크스퀘어 11단지,노원구,37.648678,127.052373,122.1,5,2,동,1993,20,23,28.1,,362,7.3,48.8
H0305,동작구 센트럴타운 1단지,동작구,37.516483,126.929763,95.1,5,2,북,1996,14,21,,0.33,884,5.8,33.0
H0306,노원구 파크스퀘어 9단지,노원구,37.651005,127.056936,88.5,4,2,남,2009,16,20,49.2,1.11,730,6.5,58.7
H0307,성동구 센트럴빌 9단지,성동구,37.575677,127.049819,87.9,3,1,서,2019,8,18,46.1,1.04,409,7.3,40.3
H0308,영등포구 리버빌 8단지,영등포구,37.497127,126.899186,91.9,4,1,남서,2022,8,12,47.7,1.09,1063,8.0,58.9
H0309,마포구 그린스퀘어 9단지,마포구,37.553053,126.897903,85.4,4,2,남서,1999,2,13,,1.59,806,8.1,39.1
H0310,송파구 하이캐슬 11단지,송파구,37.504329,127.125521,106.3,4,2,북,2018,10,17,36.9,0.69,708,5.7,
H0311,노원구 센트럴아파트 5단지,노원구,37.624035,127.082067,86.1,3,1,동,1998,12,20,41.5,1.06,583,9.4,33.0
H0312,성동구 파크캐슬 5단지,성동구,37.550773,127.045013,59.2,3,2,북동,2026,1,28,37.4,0.96,832,5.6,50.7
H0313,마포구 그린캐슬 10단지,마포구,37.551903,126.923979,95.3,4,2,동,1993,11,19,36.3,1.17,715,6.4,40.2
H0314,성동구 리버빌 9단지,성동구,37.560686,127.056971,120.5,5,2,남,2023,19,25,,1.34,629,7.1,38.9
H0315,성동구 센트럴스퀘어 8단지,성동구,37.577769,127.055182,58.5,2,1,동,1999,10,25,35.2,1.08,372,5.2,
H0316,마포구 하이아파트 3단지,마포구,37.560614,126.918226,95.2,3,1,남동,2026,10,18,46.9,0.98,2144,9.4,
H0317,성동구 그린스퀘어 14단지,성동구,37.549899,127.046674,85.0,3,1,북동,2014,7,23,53.8,0.89,274,7.8,50.1
H0318,영등포구 그린스퀘어 6단지,영등포구,37.52566,126.904615,119.7,4,2,서,1995,5,18,37.8,1.2,829,7.3,
H0319,마포구 센트럴캐슬 5단지,마포구,37.577439,126.890843,89.4,3,1,남,2001,4,27,49.6,1.54,473,6.6,42.0
H0320,광진구 파크아파트 6단지,광진구,37.525813,127.093512,115.1,3,2,남,2016,8,23,48.8,,2252,9.8,47.5
H0321,광진구 그린아파트 4단지,광진구,37.526663,127.060607,111.6,4,2,남,2020,10,12,27.2,0.92,306,7.9,39.9
H0322,노원구 하이캐슬 8단지,노원구,37.661461,127.044086,112.4,4,2,남동,2006,19,20,29.1,1.15,347,7.9,45.8
H0323,마포구 그린아파트 10단지,마포구,37.56092,126.929257,138.9,5,2,남,2008,19,29,31.4,1.84,291,9.7,44.8
H0324,양천구 파크아파트 12단지,양천구,37.525417,126.879844,90.1,4,2,동,2016,12,18,34.0,1.19,767,8.2,50.6
H0325,동작구 하이빌 9단지,동작구,37.512223,126.963098,96.7,4,1,남서,2009,14,22,37.6,1.54,215,10.0,53.8
H0326,영등포구 센트럴빌 5단지,영등포구,37.535522,126.891953,105.6,4,2,서,1991,11,22,43.1,0.62,420,7.2,53.1
H0327,은평구 그린빌 11단지,은평구,37.589244,126.910664,97.4,4,2,남,1997,6,13,47.2,0.92,120,7.5,40.3
H0328,노원구 리버타운 3단지,노원구,37.654043,127.052953,89.4,4,2,남서,2010,14,22,43.6,1.28,721,7.0,52.9
H0329,영등포구 하이캐슬 9단지,영등포구,37.523661,126.897933,76.2,3,2,남,2022,9,11,37.2,1.36,414,,46.6
H0330,마포구 센트럴빌 2단지,마포구,37.547993,126.909664,95.6,4,2,서,2026,7,15,21.6,1.03,197,6.6,47.3
H0331,은평구 그린아파트 6단지,은평구,37.582375,126.947239,65.7,2,1,남,2016,15,25,43.4,0.9,1359,9.3,41.9
H0332,송파구 리버아파트 14단지,송파구,37.523415,127.10012,57.6,2,1,남,2010,10,21,38.9,1.4,226,8.6,43.6
H0333,영등포구 센트럴스퀘어 7단지,영등포구,37.521838,126.901933,72.2,3,1,남,2016,5,17,44.0,1.54,1094,7.7,57.9
H0334,동작구 그린캐슬 9단지,동작구,37.49911,126.923482,112.1,4,2,서,1999,7,22,57.2,1.44,356,5.6,46.9
H0335,송파구 파크스퀘어 11단지,송파구,37.51325,127.113105,100.9,4,2,남,2005,2,19,53.4,1.6,2001,7.8,46.7
H0336,양천구 그린캐슬 13단지,양천구,37.531664,126.86645,112.4,5,3,남서,1997,9,19,47.1,0.97,1056,8.6,44.3
H0337,강남구 하이캐슬 2단지,강남구,37.48755,127.035303,80.3,3,1,동,1992,17,23,28.3,0.77,283,8.0,64.3
H0338,영등포구 하이캐슬 7단지,영등포구,37.506944,126.892527,122.9,5,2,동,2011,11,15,34.7,1.53,303,7.7,55.9
H0339,강남구 리버캐슬 2단지,강남구,37.505202,127.044353,67.4,3,2,남,2009,19,19,40.4,1.3,948,7.6,41.7
H0340,광진구 센트럴캐슬 14단지,광진구,37.557495,127.077978,72.8,3,1,남,2015,1,17,33.8,0.83,494,8.4,46.4
H0341,송파구 센트럴스퀘어 13단지,송파구,37.518174,127.134241,122.4,5,2,남동,2014,7,9,45.3,0.8,530,4.5,44.4
H0342,광진구 그린타운 1단지,광진구,37.548475,127.080725,99.1,3,1,남,2010,11,13,45.5,1.24,1563,8.8,46.7
H0343,은평구 센트럴캐슬 5단지,은평구,37.587878,126.925198,112.6,4,2,동,2014,13,28,30.1,1.08,343,10.0,44.1
H0344,양천구 포레아파트 13단지,양천구,37.502446,126.832841,101.0,3,1,남동,2006,6,21,50.9,1.03,644,5.8,48.6
H0345,은평구 하이캐슬 8단지,은평구,37.608522,126.914793,82.9,4,2,남동,2012,4,11,43.0,1.45,1231,7.3,55.8
H0346,은평구 포레빌 11단지,은평구,37.603458,126.924891,70.8,3,2,남,1998,7,10,24.7,1.18,1104,8.2,40.2
H0347,광진구 그린타운 4단지,광진구,37.545634,127.071326,60.6,3,1,남서,2011,16,18,40.0,1.52,534,7.5,39.2
H0348,마포구 리버캐슬 2단지,마포구,37.56136,126.930507,147.3,5,2,남,2015,18,28,43.2,0.53,485,9.2,43.4
H0349,양천구 리버타운 2단지,양천구,37.520616,126.863761,63.7,2,1,동,1999,10,18,45.5,1.04,163,7.8,43.3
H0350,강남구 파크스퀘어 3단지,강남구,37.519256,127.067915,134.5,5,3,남,2008,18,27,35.7,1.28,273,8.3,60.5
H0351,양천구 파크아파트 5단지,양천구,37.527111,126.867387,97.8,4,2,북,2000,2,21,47.2,0.48,764,6.6,53.0
H0352,송파구 포레아파트 6단지,송파구,37.524991,127.106496,101.8,4,2,동,2001,14,22,40.9,0.77,543,7.4,52.9
H0353,양천구 리버캐슬 7단지,양천구,37.495942,126.864979,100.1,4,2,남,1994,1,11,26.9,0.63,637,10.0,47.1
H0354,양천구 파크타운 2단지,양천구,37.487786,126.866461,108.9,5,2,남,2022,24,25,30.7,1.24,1312,8.6,45.9
H0355,노원구 그린타운 12단지,노원구,37.667223,127.084301,78.5,3,1,남,2020,16,17,50.1,1.73,247,8.7,35.6
H0356,노원구 센트럴빌 5단지,노원구,37.66964,127.019686,55.9,3,2,남,2013,13,24,51.3,1.77,504,6.1,50.6
H0357,은평구 리버타운 4단지,은평구,37.589432,126.897075,82.5,3,2,남,2026,6,14,45.6,1.02,693,7.3,49.3
H0358,은평구 그린타운 4단지,은평구,37.578522,126.920409,106.6,5,2,서,2005,15,20,52.4,1.19,355,8.4,53.3
H0359,노원구 하이아파트 6단지,노원구,37.655487,127.057032,73.0,3,2,남서,2026,14,21,54.0,1.46,1761,6.3,43.5
H0360,양천구 그린빌 5단지,양천구,37.529101,126.877442,123.7,4,2,남,2004,13,18,47.2,1.14,1190,5.8,44.8
H0361,광진구 파크스퀘어 5단지,광진구,37.561869,127.089869,92.3,3,1,남서,2010,11,21,32.7,1.21,748,7.6,49.1
H0362,송파구 파크타운 8단지,송파구,37.521212,127.099752,71.4,3,2,남,2002,5,17,57.7,1.09,2312,9.2,50.4
H0363,송파구 하이빌 7단지,송파구,37.509668,127.122205,98.9,3,2,북,2011,2,15,43.3,1.64,196,5.8,37.2
H0364,강남구 리버캐슬 8단지,강남구,37.505589,127.063783,106.1,4,2,남,2017,9,29,37.9,1.52,598,7.4,52.7
H0365,영등포구 리버캐슬 6단지,영등포구,37.526549,126.899245,108.0,4,2,동,2006,14,25,34.5,0.7,792,5.3,47.7
H0366,성동구 리버타운 7단지,성동구,37.55941,127.052503,46.8,2,1,동,2026,6,14,43.5,,303,7.7,39.5
H0367,은평구 그린타운 2단지,은평구,37.589504,126.933462,45.5,2,1,남,2010,12,22,25.9,1.37,754,8.7,35.4
H0368,영등포구 센트럴스퀘어 8단지,영등포구,37.553034,126.887316,122.4,5,2,남,2010,5,15,45.2,1.19,262,5.8,45.4
H0369,마포구 포레빌 13단지,마포구,37.587007,126.919565,66.2,3,1,남동,1996,12,12,31.2,1.28,1010,9.5,57.0
H0370,동작구 센트럴캐슬 10단지,동작구,37.527169,126.94107,122.4,5,2,서,2012,10,25,45.6,1.17,1331,7.6,57.4
H0371,은평구 포레빌 14단지,은평구,37.590729,126.929121,125.5,5,2,남서,2005,8,9,35.6,1.09,738,9.2,49.4
H0372,마포구 그린아파트 10단지,마포구,37.574915,126.931967,70.9,2,1,동,2000,10,25,34.3,1.0,150,7.8,60.9
H0373,성동구 파크타운 2단지,성동구,37.571615,126.997886,74.0,2,1,서,1998,8,17,30.9,0.3,291,7.6,47.9
H0374,마포구 하이캐슬 14단지,마포구,37.569553,126.885717,114.1,4,2,서,2026,11,18,41.8,1.25,919,7.6,52.8
H0375,송파구 하이아파트 13단지,송파구,37.530746,127.086907,86.3,3,1,남동,2004,6,21,56.8,0.8,611,8.4,42.0
H0376,송파구 파크캐슬 4단지,송파구,37.52276,127.100088,130.5,5,2,남동,1990,5,22,46.8,0.47,80,5.4,43.1
H0377,광진구 하이캐슬 7단지,광진구,37.54812,127.078226,140.4,5,3,동,1999,6,14,44.2,1.41,1529,5.5,41.9
H0378,성동구 리버타운 9단지,성동구,37.57158,127.012983,71.4,3,1,남,2006,19,23,40.0,1.2,667,7.5,33.2
H0379,성동구 파크타운 14단지,성동구,37.56773,127.021337,78.1,2,1,서,2014,3,20,47.4,1.12,326,6.4,54.8
H0380,영등포구 그린캐슬 3단지,영등포구,37.503213,126.882527,97.6,3,1,남,2014,5,11,52.6,0.95,1269,8.3,40.8
H0381,양천구 센트럴빌 2단지,양천구,37.518087,126.905719,55.6,2,1,남,2015,13,18,32.7,1.24,362,8.6,42.5
H0382,광진구 그린아파트 13단지,광진구,37.53127,127.111128,61.0,3,1,서,1999,20,27,37.5,1.27,359,8.4,39.5
H0383,은평구 리버빌 13단지,은평구,37.586062,126.922512,76.1,3,1,남동,2011,13,29,24.8,0.83,787,8.9,48.2
H0384,노원구 리버스퀘어 14단지,노원구,37.676064,127.050983,153.9,5,2,남,1996,2,23,51.5,0.92,2289,6.5,57.5
H0385,성동구 파크타운 11단지,성동구,37.585777,127.018713,101.3,4,2,남,2000,1,12,60.2,1.24,2034,7.8,57.8
H0386,광진구 리버캐슬 10단지,광진구,37.55617,127.05177,81.0,3,2,남서,1996,11,22,40.1,0.3,788,6.6,36.3
H0387,영등포구 포레타운 2단지,영등포구,37.529718,126.89443,73.9,3,2,서,1993,20,24,20.0,0.86,851,7.1,47.1
H0388,광진구 파크캐슬 12단지,광진구,37.556058,127.066334,70.7,2,1,남,2020,1,23,48.3,1.07,1090,7.8,39.8
H0389,송파구 센트럴캐슬 12단지,송파구,37.514657,127.104542,82.4,3,2,남,2015,22,24,31.2,1.1,234,4.7,54.2
H0390,동작구 하이아파트 14단지,동작구,37.515036,126.913697,81.3,3,1,남동,2019,15,21,36.6,1.03,976,10.0,49.1
H0391,영등포구 리버타운 7단지,영등포구,37.512185,126.884108,89.9,4,2,북,2007,1,19,44.8,,347,6.3,42.7
H0392,송파구 하이타운 9단지,송파구,37.519661,127.108278,107.4,4,2,남,2016,6,15,44.0,1.77,764,7.2,46.9
H0393,양천구 리버캐슬 6단지,양천구,37.517785,126.872259,93.3,2,2,북,1986,2,8,32.9,0.69,507,8.0,44.7
H0394,영등포구 하이빌 11단지,영등포구,37.509466,126.90298,115.8,5,2,서,2017,20,21,36.2,1.26,876,7.0,57.5
H0395,강남구 하이아파트 13단지,강남구,37.516534,127.026172,88.4,3,1,남,2009,12,20,41.7,1.71,658,8.2,50.2
H0396,노원구 파크빌 10단지,노원구,37.653164,127.070475,143.5,5,2,서,2015,8,22,33.1,0.97,60,6.2,52.6
H0397,동작구 그린타운 10단지,동작구,37.535768,126.926497,115.1,4,2,동,2012,4,11,31.0,1.69,688,8.9,33.0
H0398,마포구 리버캐슬 11단지,마포구,37.575425,126.918526,100.6,4,2,남서,1995,13,23,36.6,0.91,974,7.5,47.0
H0399,노원구 그린캐슬 9단지,노원구,37.654349,127.05663,107.5,4,2,남동,1989,1,31,41.7,1.4,841,7.3,61.5
H0400,노원구 파크스퀘어 8단지,노원구,37.657434,127.034778,83.0,2,1,서,1998,5,19,37.3,1.18,557,8.0,56.2
